,costo,dim,gap,heuristica,instancia,tiempo
418,135737.0,127.0,0.14757105899460612,NN,bier127,0.700529
419,30774.0,58.0,0.21181334908446545,NN,brazil58,0.077412
420,12360.0,180.0,5.338461538461538,NN,brg180,3.94338
421,4048.0,14.0,0.21817634667469155,NN,burma14,0.006362
422,7579.0,130.0,0.2404255319148936,NN,ch130,0.613312
423,8191.0,150.0,0.25474877450980393,NN,ch150,1.24927
424,18240.0,198.0,0.155893536121673,NN,d198,2.78278
425,956.0,42.0,0.3676680972818312,NN,dantzig42,0.094919
426,511.0,51.0,0.19953051643192488,NN,eil51,0.067632
427,642.0,76.0,0.19330855018587362,NN,eil76,0.387079
428,1112.0,26.0,0.18676627534685167,NN,fri26,0.034428
429,2187.0,17.0,0.04892086330935252,NN,gr17,0.007183
430,3333.0,21.0,0.23125230882896194,NN,gr21,0.011255
431,1553.0,24.0,0.2209119496855346,NN,gr24,0.013985
432,6098.0,48.0,0.2084819659135949,NN,gr48,0.056483
433,70916.0,96.0,0.28450071546305855,NN,gr96,0.307681
434,9351.0,120.0,0.3470181503889369,NN,gr120,0.551213
435,93912.0,137.0,0.3444232889067041,NN,gr137,0.667577
436,13181.0,48.0,0.1500741645580665,NN,hk48,0.073282
437,27807.0,100.0,0.3065971243304201,NN,kroA100,0.793802
438,29158.0,100.0,0.31692335486202067,NN,kroB100,0.370271
439,26227.0,100.0,0.2640127235047472,NN,kroC100,0.615726
440,26947.0,100.0,0.26547384239691935,NN,kroD100,0.617153
441,27460.0,100.0,0.24433568968642377,NN,kroE100,0.461881
442,33633.0,150.0,0.2680214145679385,NN,kroA150,2.38849
443,34499.0,150.0,0.320283199387677,NN,kroB150,2.37994
444,20356.0,105.0,0.4156756380833159,NN,lin105,0.903348
445,153462.0,76.0,0.4188555737386625,NN,pr76,0.335225
446,46680.0,107.0,0.053653251472812226,NN,pr107,0.434295
447,69297.0,124.0,0.17392851092664746,NN,pr124,0.684456
448,120769.0,136.0,0.24797462075807053,NN,pr136,0.852437
449,61652.0,144.0,0.053214206399371335,NN,pr144,0.825495
450,85699.0,152.0,0.1630927499253549,NN,pr152,1.14105
451,1554.0,99.0,0.2832369942196532,NN,rat99,0.597797
452,2752.0,195.0,0.18467498923805423,NN,rat195,2.38538
453,9938.0,100.0,0.2563843236409608,NN,rd100,0.617312
454,22263.0,175.0,0.039986920166300746,NN,si175,3.63456
455,830.0,70.0,0.22962962962962963,NN,st70,0.314558
456,1630.0,42.0,0.28043990573448546,NN,swiss42,0.092021
457,54675.0,159.0,0.29931083650190116,NN,u159,2.78304
458,9988.0,16.0,0.4561889488263595,NN,ulysses16,0.008064
459,10586.0,22.0,0.5094823898474262,NN,ulysses22,0.012317
460,10876.0,48.0,0.023334587881068874,FI,att48,0.700689
461,1738.0,29.0,0.07950310559006211,FI,bayg29,0.144386
462,2028.0,29.0,0.0039603960396039604,FI,bays29,0.120896
463,8312.0,52.0,0.1020949350304959,FI,berlin52,0.696619
464,129723.0,127.0,0.0967264672562182,FI,bier127,7.71202
465,26524.0,58.0,0.044457570387871626,FI,brazil58,0.994553
466,2672.0,180.0,0.37025641025641026,FI,brg180,15.444
467,3323.0,14.0,0.0,FI,burma14,0.057131
468,6433.0,130.0,0.05286415711947627,FI,ch130,12.2813
469,7067.0,150.0,0.08256740196078431,FI,ch150,10.5496
470,16260.0,198.0,0.030418250950570342,FI,d198,17.5504
471,747.0,42.0,0.06866952789699571,FI,dantzig42,0.926878
472,463.0,51.0,0.08685446009389672,FI,eil51,1.47394
473,585.0,76.0,0.08736059479553904,FI,eil76,3.17237
474,937.0,26.0,0.0,FI,fri26,0.130996
475,2095.0,17.0,0.004796163069544364,FI,gr17,0.099114
476,2816.0,21.0,0.040265977096416695,FI,gr21,0.14282
477,1319.0,24.0,0.036949685534591194,FI,gr24,0.17535
478,5151.0,48.0,0.020808561236623068,FI,gr48,0.953088
479,60335.0,96.0,0.0928471807132895,FI,gr96,6.36777
480,7304.0,120.0,0.052146355517142036,FI,gr120,6.48334
481,74245.0,137.0,0.06287489442114154,FI,gr137,8.30093
482,12353.0,48.0,0.07782915975918332,FI,hk48,1.24609
483,23186.0,100.0,0.08946527581994174,FI,kroA100,5.29187
484,23222.0,100.0,0.04882344970868525,FI,kroB100,5.70568
485,21699.0,100.0,0.045785339052484456,FI,kroC100,3.72539
486,22034.0,100.0,0.034751573213111675,FI,kroD100,6.36528
487,23516.0,100.0,0.06561537067246692,FI,kroE100,5.36531
488,28684.0,150.0,0.08143568089277635,FI,kroA150,9.27296
489,27180.0,150.0,0.040183696900114814,FI,kroB150,17.9349
490,15368.0,105.0,0.06878086097781487,FI,lin105,4.07264
491,119692.0,76.0,0.10663005390212557,FI,pr76,2.64577
492,45872.0,107.0,0.03541520890233167,FI,pr107,3.41362
493,66592.0,124.0,0.12810435371844825,FI,pr124,4.08439
494,105111.0,136.0,0.08617161989005084,FI,pr136,13.2914
495,61974.0,144.0,0.05871500076874456,FI,pr144,11.9955
496,75396.0,152.0,0.023262126435221627,FI,pr152,16.8586
497,1330.0,99.0,0.09826589595375723,FI,rat99,6.46953
498,2631.0,195.0,0.13258717176065432,FI,rat195,27.6197
499,8944.0,100.0,0.1307206068268015,FI,rd100,6.56819
500,21955.0,175.0,0.025599103097117767,FI,si175,22.4644
501,712.0,70.0,0.054814814814814816,FI,st70,3.06202
502,1406.0,42.0,0.1044776119402985,FI,swiss42,0.354007
503,46811.0,159.0,0.1124287072243346,FI,u159,8.28219
504,7023.0,16.0,0.023910190989940225,FI,ulysses16,0.111103
505,7224.0,22.0,0.03008698132040496,FI,ulysses22,0.185604
506,13926.0,48.0,0.3103123823861498,AGM,att48,0.092024
507,2193.0,29.0,0.362111801242236,AGM,bayg29,0.040514
508,2677.0,29.0,0.32524752475247526,AGM,bays29,0.037808
509,10402.0,52.0,0.379209758684699,AGM,berlin52,0.102141
510,155472.0,127.0,0.31441808559205964,AGM,bier127,0.405813
511,30336.0,58.0,0.1945658594211459,AGM,brazil58,0.114492
512,118860.0,180.0,59.95384615384615,AGM,brg180,0.563978
513,4003.0,14.0,0.2046343665362624,AGM,burma14,0.026791
514,8279.0,130.0,0.35499181669394436,AGM,ch130,0.348458
515,9315.0,150.0,0.42693014705882354,AGM,ch150,0.333202
516,19347.0,198.0,0.22604562737642586,AGM,d198,0.775404
517,916.0,42.0,0.3104434907010014,AGM,dantzig42,0.051605
518,605.0,51.0,0.42018779342723006,AGM,eil51,0.127299
519,731.0,76.0,0.3587360594795539,AGM,eil76,0.176767
520,1136.0,26.0,0.21237993596584845,AGM,fri26,0.025565
521,2352.0,17.0,0.12805755395683452,AGM,gr17,0.026109
522,3738.0,21.0,0.38086442556335426,AGM,gr21,0.037483
523,1641.0,24.0,0.29009433962264153,AGM,gr24,0.023995
524,7187.0,48.0,0.42429647245342844,AGM,gr48,0.0732
525,75225.0,96.0,0.3625495843069065,AGM,gr96,0.303534
526,9919.0,120.0,0.4288389513108614,AGM,gr120,0.523351
527,94463.0,137.0,0.35231128226418335,AGM,gr137,0.532628
528,14905.0,48.0,0.30049733880115176,AGM,hk48,0.117533
529,30516.0,100.0,0.4338877925007048,AGM,kroA100,0.371586
530,28807.0,100.0,0.3010704123571654,AGM,kroB100,0.365662
531,27636.0,100.0,0.3319196105836426,AGM,kroC100,0.214969
532,28599.0,100.0,0.34305438151592,AGM,kroD100,0.218276
533,30964.0,100.0,0.40311763639659237,AGM,kroE100,0.2193
534,38763.0,150.0,0.46143115668828233,AGM,kroA150,0.655542
535,35289.0,150.0,0.3505166475315729,AGM,kroB150,0.799248
536,21167.0,105.0,0.4720773350024341,AGM,lin105,0.332229
537,147668.0,76.0,0.3652862914782866,AGM,pr76,0.073797
538,55956.0,107.0,0.2630295916755073,AGM,pr107,0.23773
539,82761.0,124.0,0.4020159241063866,AGM,pr124,0.259242
540,146988.0,136.0,0.5189104286363824,AGM,pr136,0.545456
541,77704.0,144.0,0.32743393067632437,AGM,pr144,0.353937
542,90292.0,152.0,0.22542819141717108,AGM,pr152,0.702631
543,1635.0,99.0,0.3501238645747316,AGM,rat99,0.304705
544,3278.0,195.0,0.41110632802410674,AGM,rat195,0.441972
545,10467.0,100.0,0.32326169405815425,AGM,rd100,0.381483
546,22992.0,175.0,0.07404120147615266,AGM,si175,0.775678
547,874.0,70.0,0.2948148148148148,AGM,st70,0.207115
548,1699.0,42.0,0.33464257659073054,AGM,swiss42,0.070619
549,54089.0,159.0,0.28538498098859316,AGM,u159,0.384783
550,7788.0,16.0,0.13544248432716138,AGM,ulysses16,0.021797
551,8308.0,22.0,0.1846570654498788,AGM,ulysses22,0.023034
552,12861.0,48.0,0.21010538200978549,NN,att48,0.057359
553,2005.0,29.0,0.2453416149068323,NN,bayg29,0.019625
554,2258.0,29.0,0.11782178217821782,NN,bays29,0.041705
555,8980.0,52.0,0.19066560594006896,NN,berlin52,0.152083
556,135737.0,127.0,0.14757105899460612,NN,bier127,1.30921
557,30774.0,58.0,0.21181334908446545,NN,brazil58,0.118362
558,12360.0,180.0,5.338461538461538,NN,brg180,1.53624
559,4048.0,14.0,0.21817634667469155,NN,burma14,0.013001
560,7579.0,130.0,0.2404255319148936,NN,ch130,1.66984
561,8191.0,150.0,0.25474877450980393,NN,ch150,2.58052
562,18240.0,198.0,0.155893536121673,NN,d198,2.57016
563,956.0,42.0,0.3676680972818312,NN,dantzig42,0.054868
564,511.0,51.0,0.19953051643192488,NN,eil51,0.144739
565,642.0,76.0,0.19330855018587362,NN,eil76,0.412298
566,1112.0,26.0,0.18676627534685167,NN,fri26,0.020283
567,2187.0,17.0,0.04892086330935252,NN,gr17,0.01531
568,3333.0,21.0,0.23125230882896194,NN,gr21,0.018633
569,1553.0,24.0,0.2209119496855346,NN,gr24,0.014058
570,6098.0,48.0,0.2084819659135949,NN,gr48,0.124227
571,70916.0,96.0,0.28450071546305855,NN,gr96,0.718809
572,9351.0,120.0,0.3470181503889369,NN,gr120,1.37746
573,93912.0,137.0,0.3444232889067041,NN,gr137,1.87437
574,13181.0,48.0,0.1500741645580665,NN,hk48,0.126977
575,27807.0,100.0,0.3065971243304201,NN,kroA100,0.659209
576,29158.0,100.0,0.31692335486202067,NN,kroB100,0.372812
577,26227.0,100.0,0.2640127235047472,NN,kroC100,0.464976
578,26947.0,100.0,0.26547384239691935,NN,kroD100,0.464303
579,27460.0,100.0,0.24433568968642377,NN,kroE100,0.634851
580,33633.0,150.0,0.2680214145679385,NN,kroA150,1.47665
581,34499.0,150.0,0.320283199387677,NN,kroB150,2.39953
582,20356.0,105.0,0.4156756380833159,NN,lin105,0.796071
583,153462.0,76.0,0.4188555737386625,NN,pr76,0.301626
584,46680.0,107.0,0.053653251472812226,NN,pr107,0.37397
585,69297.0,124.0,0.17392851092664746,NN,pr124,1.15128
586,120769.0,136.0,0.24797462075807053,NN,pr136,1.421
587,61652.0,144.0,0.053214206399371335,NN,pr144,1.23038
588,85699.0,152.0,0.1630927499253549,NN,pr152,1.16268
589,1554.0,99.0,0.2832369942196532,NN,rat99,0.62253
590,2752.0,195.0,0.18467498923805423,NN,rat195,3.15781
591,9938.0,100.0,0.2563843236409608,NN,rd100,0.617304
592,22263.0,175.0,0.039986920166300746,NN,si175,4.13096
593,830.0,70.0,0.22962962962962963,NN,st70,0.183947
594,1630.0,42.0,0.28043990573448546,NN,swiss42,0.033319
595,54675.0,159.0,0.29931083650190116,NN,u159,1.05542
596,9988.0,16.0,0.4561889488263595,NN,ulysses16,0.011844
597,10586.0,22.0,0.5094823898474262,NN,ulysses22,0.01463
598,10876.0,48.0,0.023334587881068874,FI,att48,1.1402
599,1738.0,29.0,0.07950310559006211,FI,bayg29,0.131844
600,2028.0,29.0,0.0039603960396039604,FI,bays29,0.488252
601,8312.0,52.0,0.1020949350304959,FI,berlin52,1.21781
602,129723.0,127.0,0.0967264672562182,FI,bier127,11.1733
603,26524.0,58.0,0.044457570387871626,FI,brazil58,0.810338
604,2672.0,180.0,0.37025641025641026,FI,brg180,20.8911
605,3323.0,14.0,0.0,FI,burma14,0.067982
606,6433.0,130.0,0.05286415711947627,FI,ch130,5.5674
607,7067.0,150.0,0.08256740196078431,FI,ch150,12.3716
608,16260.0,198.0,0.030418250950570342,FI,d198,20.7872
609,747.0,42.0,0.06866952789699571,FI,dantzig42,0.910955
610,463.0,51.0,0.08685446009389672,FI,eil51,1.45038
611,585.0,76.0,0.08736059479553904,FI,eil76,1.33338
612,937.0,26.0,0.0,FI,fri26,0.107502
613,2095.0,17.0,0.004796163069544364,FI,gr17,0.1216
614,2816.0,21.0,0.040265977096416695,FI,gr21,0.201932
615,1319.0,24.0,0.036949685534591194,FI,gr24,0.138161
616,5151.0,48.0,0.020808561236623068,FI,gr48,1.26892
617,60335.0,96.0,0.0928471807132895,FI,gr96,6.17325
618,7304.0,120.0,0.052146355517142036,FI,gr120,3.47255
619,74245.0,137.0,0.06287489442114154,FI,gr137,6.72477
620,12353.0,48.0,0.07782915975918332,FI,hk48,0.76478
621,23186.0,100.0,0.08946527581994174,FI,kroA100,6.91388
622,23222.0,100.0,0.04882344970868525,FI,kroB100,4.66503
623,21699.0,100.0,0.045785339052484456,FI,kroC100,2.86053
624,22034.0,100.0,0.034751573213111675,FI,kroD100,6.47043
625,23516.0,100.0,0.06561537067246692,FI,kroE100,6.29195
626,28684.0,150.0,0.08143568089277635,FI,kroA150,9.06918
627,27180.0,150.0,0.040183696900114814,FI,kroB150,9.49254
628,15368.0,105.0,0.06878086097781487,FI,lin105,3.45459
629,119692.0,76.0,0.10663005390212557,FI,pr76,1.37155
630,45872.0,107.0,0.03541520890233167,FI,pr107,7.78632
631,66592.0,124.0,0.12810435371844825,FI,pr124,5.23439
632,105111.0,136.0,0.08617161989005084,FI,pr136,7.12997
633,61974.0,144.0,0.05871500076874456,FI,pr144,5.87022
634,75396.0,152.0,0.023262126435221627,FI,pr152,6.85958
635,1330.0,99.0,0.09826589595375723,FI,rat99,2.33556
636,2631.0,195.0,0.13258717176065432,FI,rat195,17.1775
637,8944.0,100.0,0.1307206068268015,FI,rd100,6.66225
638,21955.0,175.0,0.025599103097117767,FI,si175,13.7247
639,712.0,70.0,0.054814814814814816,FI,st70,1.73067
640,1406.0,42.0,0.1044776119402985,FI,swiss42,1.12833
641,46811.0,159.0,0.1124287072243346,FI,u159,9.55985
642,7023.0,16.0,0.023910190989940225,FI,ulysses16,0.063617
643,7224.0,22.0,0.03008698132040496,FI,ulysses22,0.071157
644,13926.0,48.0,0.3103123823861498,AGM,att48,0.095054
645,2193.0,29.0,0.362111801242236,AGM,bayg29,0.040249
646,2677.0,29.0,0.32524752475247526,AGM,bays29,0.033932
647,10402.0,52.0,0.379209758684699,AGM,berlin52,0.057645
648,155472.0,127.0,0.31441808559205964,AGM,bier127,0.2077
649,30336.0,58.0,0.1945658594211459,AGM,brazil58,0.150464
650,118860.0,180.0,59.95384615384615,AGM,brg180,0.572964
651,4003.0,14.0,0.2046343665362624,AGM,burma14,0.015415
652,8279.0,130.0,0.35499181669394436,AGM,ch130,0.281079
653,9315.0,150.0,0.42693014705882354,AGM,ch150,0.858962
654,19347.0,198.0,0.22604562737642586,AGM,d198,0.8972
655,916.0,42.0,0.3104434907010014,AGM,dantzig42,0.067268
656,605.0,51.0,0.42018779342723006,AGM,eil51,0.11649
657,731.0,76.0,0.3587360594795539,AGM,eil76,0.22313
658,1136.0,26.0,0.21237993596584845,AGM,fri26,0.017879
659,2352.0,17.0,0.12805755395683452,AGM,gr17,0.024886
660,3738.0,21.0,0.38086442556335426,AGM,gr21,0.028824
661,1641.0,24.0,0.29009433962264153,AGM,gr24,0.041667
662,7187.0,48.0,0.42429647245342844,AGM,gr48,0.093481
663,75225.0,96.0,0.3625495843069065,AGM,gr96,0.164119
664,9919.0,120.0,0.4288389513108614,AGM,gr120,0.189363
665,94463.0,137.0,0.35231128226418335,AGM,gr137,0.189294
666,14905.0,48.0,0.30049733880115176,AGM,hk48,0.092133
667,30516.0,100.0,0.4338877925007048,AGM,kroA100,0.283879
668,28807.0,100.0,0.3010704123571654,AGM,kroB100,0.381465
669,27636.0,100.0,0.3319196105836426,AGM,kroC100,0.320348
670,28599.0,100.0,0.34305438151592,AGM,kroD100,0.377551
671,30964.0,100.0,0.40311763639659237,AGM,kroE100,0.378898
672,38763.0,150.0,0.46143115668828233,AGM,kroA150,0.474844
673,35289.0,150.0,0.3505166475315729,AGM,kroB150,0.310767
674,21167.0,105.0,0.4720773350024341,AGM,lin105,0.33285
675,147668.0,76.0,0.3652862914782866,AGM,pr76,0.118149
676,55956.0,107.0,0.2630295916755073,AGM,pr107,0.174805
677,82761.0,124.0,0.4020159241063866,AGM,pr124,0.494099
678,146988.0,136.0,0.5189104286363824,AGM,pr136,0.424314
679,77704.0,144.0,0.32743393067632437,AGM,pr144,0.207724
680,90292.0,152.0,0.22542819141717108,AGM,pr152,0.255856
681,1635.0,99.0,0.3501238645747316,AGM,rat99,0.113905
682,3278.0,195.0,0.41110632802410674,AGM,rat195,0.352633
683,10467.0,100.0,0.32326169405815425,AGM,rd100,0.224121
684,22992.0,175.0,0.07404120147615266,AGM,si175,0.863239
685,874.0,70.0,0.2948148148148148,AGM,st70,0.124719
686,1699.0,42.0,0.33464257659073054,AGM,swiss42,0.090504
687,54089.0,159.0,0.28538498098859316,AGM,u159,0.390278
688,7788.0,16.0,0.13544248432716138,AGM,ulysses16,0.022729
689,8308.0,22.0,0.1846570654498788,AGM,ulysses22,0.04829
