instancia,dim,heuristica,tiempo,costo,gap,iteraciones,memoria,vecindad
gr48,48,TS-S,245.909,5128,0.016250495441934205,500,500,20
gr48,48,TS-S,443.577,5067,0.004161712247324614,1000,50,20
gr48,48,TS-S,464.239,5075,0.005747126436781609,1000,100,20
gr48,48,TS-S,428.672,5171,0.02477209671026556,1000,200,20
gr48,48,TS-S,461.913,5161,0.022790328973444313,1000,500,20
gr48,48,TS-S,452.408,5195,0.029528339278636545,1000,1000,20
gr48,48,TS-S,58.9996,5097,0.010107015457788348,50,50,50
gr48,48,TS-S,64.8723,5253,0.04102259215219976,100,50,50
gr48,48,TS-S,64.4764,5106,0.011890606420927468,100,100,50
gr48,48,TS-S,126.38,5105,0.011692429647245343,200,50,50
gr48,48,TS-S,113.4,5070,0.0047562425683709865,200,100,50
gr48,48,TS-S,120.514,5103,0.011296076099881093,200,200,50
gr48,48,TS-S,271.792,5097,0.010107015457788348,500,50,50
gr48,48,TS-S,260.794,5046,0.0,500,100,50
gr48,48,TS-S,261.167,5066,0.003963535473642489,500,200,50
gr48,48,TS-S,268.614,5135,0.017637732857709077,500,500,50
gr48,48,TS-S,548.284,5046,0.0,1000,50,50
gr48,48,TS-S,548.12,5046,0.0,1000,100,50
gr48,48,TS-S,484.862,5097,0.010107015457788348,1000,200,50
gr48,48,TS-S,511.634,5063,0.003369005152596116,1000,500,50
gr48,48,TS-S,567.428,5110,0.012683313515655966,1000,1000,50
gr48,48,TS-S,64.4067,5097,0.010107015457788348,50,50,80
gr48,48,TS-S,96.2666,5156,0.02179944510503369,100,50,80
gr48,48,TS-S,92.4855,5259,0.04221165279429251,100,100,80
gr48,48,TS-S,131.876,5118,0.014268727705112961,200,50,80
gr48,48,TS-S,123.962,5126,0.015854141894569955,200,100,80
gr48,48,TS-S,155.324,5110,0.012683313515655966,200,200,80
gr48,48,TS-S,315.969,5097,0.010107015457788348,500,50,80
gr48,48,TS-S,334.262,5078,0.006341656757827983,500,100,80
gr48,48,TS-S,310.592,5259,0.04221165279429251,500,200,80
gr48,48,TS-S,321.597,5126,0.015854141894569955,500,500,80
gr48,48,TS-S,599.518,5126,0.015854141894569955,1000,50,80
gr48,48,TS-S,622.13,5086,0.007927070947284977,1000,100,80
gr48,48,TS-S,529.011,5126,0.015854141894569955,1000,200,80
gr48,48,TS-S,601.717,5126,0.015854141894569955,1000,500,80
gr48,48,TS-S,637.666,5097,0.010107015457788348,1000,1000,80
gr48,48,TS-S,51.3942,5259,0.04221165279429251,50,50,100
gr48,48,TS-S,101.81,5259,0.04221165279429251,100,50,100
gr48,48,TS-S,99.4362,5259,0.04221165279429251,100,100,100
gr48,48,TS-S,150.484,5259,0.04221165279429251,200,50,100
gr48,48,TS-S,144.564,5259,0.04221165279429251,200,100,100
gr48,48,TS-S,169.031,5259,0.04221165279429251,200,200,100
gr48,48,TS-S,348.844,5259,0.04221165279429251,500,50,100
gr48,48,TS-S,358.349,5259,0.04221165279429251,500,100,100
gr48,48,TS-S,346.103,5259,0.04221165279429251,500,200,100
gr48,48,TS-S,360.755,5259,0.04221165279429251,500,500,100
gr48,48,TS-S,665.87,5259,0.04221165279429251,1000,50,100
gr48,48,TS-S,672.964,5259,0.04221165279429251,1000,100,100
gr48,48,TS-S,690.365,5259,0.04221165279429251,1000,200,100
gr48,48,TS-S,675.295,5259,0.04221165279429251,1000,500,100
gr48,48,TS-S,686.934,5259,0.04221165279429251,1000,1000,100
gr96,96,TS-S,161.421,56989,0.03224112010722889,50,50,10
gr96,96,TS-S,346.723,57828,0.04743791773080476,100,50,10
gr96,96,TS-S,317.193,59299,0.07408212429132931,100,100,10
gr96,96,TS-S,654.157,57793,0.046803963121954756,200,50,10
gr96,96,TS-S,624.129,59568,0.07895451828506221,200,100,10
gr96,96,TS-S,647.681,58404,0.057870999293593434,200,200,10
gr96,96,TS-S,1531.02,56927,0.031118114800123168,500,50,10
gr96,96,TS-S,1601.16,57334,0.038490101251607525,500,100,10
gr96,96,TS-S,1483.44,56870,0.030085674437138873,500,200,10
gr96,96,TS-S,1481.23,56281,0.01941712401963448,500,500,10
gr96,96,TS-S,2957.95,55939,0.013222481841728704,1000,50,10
gr96,96,TS-S,3078.23,57132,0.034831277509101775,1000,100,10
gr96,96,TS-S,2931.94,56208,0.01809487583546161,1000,200,10
gr96,96,TS-S,2926.53,56493,0.02325707765038309,1000,500,10
gr96,96,TS-S,2966.58,57818,0.047256787842561904,1000,1000,10
gr96,96,TS-S,174.455,55953,0.013476063685268706,50,50,20
gr96,96,TS-S,363.85,56414,0.021826151533264504,100,50,20
gr96,96,TS-S,349.366,56019,0.014671520947671575,100,100,20
gr96,96,TS-S,668.123,56066,0.015522831422413012,200,50,20
gr96,96,TS-S,660.137,58558,0.06066039957253346,200,100,20
gr96,96,TS-S,685.83,55839,0.011411182959300114,200,200,20
gr96,96,TS-S,1669.72,57125,0.03470448658733177,500,50,20
gr96,96,TS-S,1649.21,56805,0.02890833016356029,500,100,20
gr96,96,TS-S,1553.51,56165,0.017316017316017316,500,200,20
gr96,96,TS-S,1540.36,57294,0.03776558169863609,500,500,20
gr96,96,TS-S,3336.98,55444,0.004256552373707185,1000,50,20
gr96,96,TS-S,3363.05,55552,0.006212755166730062,1000,100,20
gr96,96,TS-S,2990.88,55952,0.013457950696444421,1000,200,20
gr96,96,TS-S,3057.56,56772,0.028310601532358856,1000,500,20
gr96,96,TS-S,3134.94,57313,0.038109728486297526,1000,1000,20
gr96,96,TS-S,227.934,56135,0.01677262765128874,50,50,50
gr96,96,TS-S,419.125,56849,0.029705301671828867,100,50,50
gr96,96,TS-S,414.245,56735,0.027640420945860278,100,100,50
gr96,96,TS-S,776.123,56849,0.029705301671828867,200,50,50
gr96,96,TS-S,804.87,55927,0.013005125975837273,200,100,50
gr96,96,TS-S,777.321,55856,0.011719103769312974,200,200,50
gr96,96,TS-S,1964.9,57498,0.04146063141879042,500,50,50
gr96,96,TS-S,2007.37,55856,0.011719103769312974,500,100,50
gr96,96,TS-S,1897.55,57437,0.04035573910050898,500,200,50
gr96,96,TS-S,1945.4,55963,0.013657193573511564,500,500,50
gr96,96,TS-S,3924.13,56607,0.02532195837635168,1000,50,50
gr96,96,TS-S,3837.5,55471,0.0047456030719629045,1000,100,50
gr96,96,TS-S,3368.3,55546,0.006104077233784346,1000,200,50
gr96,96,TS-S,3659.54,55736,0.009545545110398667,1000,500,50
gr96,96,TS-S,3680.35,55856,0.011719103769312974,1000,1000,50
gr96,96,TS-S,261.143,55856,0.011719103769312974,50,50,80
gr96,96,TS-S,454.758,55856,0.011719103769312974,100,50,80
gr96,96,TS-S,475.548,55856,0.011719103769312974,100,100,80
gr96,96,TS-S,908.313,55856,0.011719103769312974,200,50,80
gr96,96,TS-S,933.214,55856,0.011719103769312974,200,100,80
gr96,96,TS-S,928.069,55856,0.011719103769312974,200,200,80
gr96,96,TS-S,2222.46,56429,0.022097846365628792,500,50,80
gr96,96,TS-S,2288.91,55856,0.011719103769312974,500,100,80
gr96,96,TS-S,2204.55,55935,0.01315002988643156,500,200,80
gr96,96,TS-S,2180.9,55927,0.013005125975837273,500,500,80
gr96,96,TS-S,4476.54,55856,0.011719103769312974,1000,50,80
gr96,96,TS-S,4447.17,55856,0.011719103769312974,1000,100,80
gr96,96,TS-S,4334.89,55292,0.0015033780724157293,1000,200,80
gr96,96,TS-S,3811.56,55856,0.011719103769312974,1000,500,80
gr96,96,TS-S,4235.76,56864,0.029976996504193158,1000,1000,80
gr96,96,TS-S,278.16,55856,0.011719103769312974,50,50,100
gr96,96,TS-S,508.753,55856,0.011719103769312974,100,50,100
gr96,96,TS-S,527.826,55856,0.011719103769312974,100,100,100
gr96,96,TS-S,981.354,55856,0.011719103769312974,200,50,100
gr96,96,TS-S,1010.67,55856,0.011719103769312974,200,100,100
gr96,96,TS-S,989.297,55856,0.011719103769312974,200,200,100
gr96,96,TS-S,2499.94,55856,0.011719103769312974,500,50,100
gr96,96,TS-S,2495.13,55856,0.011719103769312974,500,100,100
gr96,96,TS-S,2397.03,55856,0.011719103769312974,500,200,100
gr96,96,TS-S,2375.81,55856,0.011719103769312974,500,500,100
gr96,96,TS-S,4834.19,55856,0.011719103769312974,1000,50,100
gr96,96,TS-S,4855.2,55856,0.011719103769312974,1000,100,100
gr96,96,TS-S,4710.94,55856,0.011719103769312974,1000,200,100
gr96,96,TS-S,4328.1,55856,0.011719103769312974,1000,500,100
gr96,96,TS-S,4750.51,55856,0.011719103769312974,1000,1000,100
hk48,48,TS-S,33.9573,11930,0.04092138556844952,50,50,10
hk48,48,TS-S,75.0959,12028,0.049472122851409124,100,50,10
hk48,48,TS-S,76.1967,11705,0.021289590786144317,100,100,10
hk48,48,TS-S,117.543,11642,0.015792688247098858,200,50,10
hk48,48,TS-S,116.629,12119,0.0574120931855859,200,100,10
hk48,48,TS-S,119.359,12119,0.0574120931855859,200,200,10
hk48,48,TS-S,235.337,11830,0.032196143442980545,500,50,10
hk48,48,TS-S,227.331,11950,0.04266643399354332,500,100,10
hk48,48,TS-S,204.134,12109,0.056539568973039,500,200,10
hk48,48,TS-S,244.173,11760,0.026088473955152257,500,500,10
hk48,48,TS-S,424.908,11985,0.045720268737457465,1000,50,10
hk48,48,TS-S,437.131,11924,0.040397871040921386,1000,100,10
hk48,48,TS-S,432.94,11706,0.021376843207399004,1000,200,10
hk48,48,TS-S,433.977,12241,0.06805688857865806,1000,500,10
hk48,48,TS-S,446.64,11783,0.02809527964401012,1000,1000,10
hk48,48,TS-S,54.9506,11709,0.021638600471163075,50,50,20
hk48,48,TS-S,76.8328,11629,0.014658406770787889,100,50,20
hk48,48,TS-S,77.5852,11564,0.008986999389233051,100,100,20
hk48,48,TS-S,105.759,11881,0.03664601692696973,200,50,20
hk48,48,TS-S,119.369,11702,0.021027833522380246,200,100,20
hk48,48,TS-S,122.629,11755,0.025652211848878805,200,200,20
hk48,48,TS-S,230.44,11568,0.00933600907425181,500,50,20
hk48,48,TS-S,247.206,12040,0.0505191519064654,500,100,20
hk48,48,TS-S,225.848,11877,0.036297007241950965,500,200,20
hk48,48,TS-S,250.4,11791,0.02879329901404764,500,500,20
hk48,48,TS-S,456.099,11511,0.004362621062734491,1000,50,20
hk48,48,TS-S,467.21,11688,0.01980629962481459,1000,100,20
hk48,48,TS-S,459.979,11786,0.02835703690777419,1000,200,20
hk48,48,TS-S,450.806,11806,0.030102085332867987,1000,500,20
hk48,48,TS-S,458.237,11847,0.03367943460431027,1000,1000,20
hk48,48,TS-S,61.0905,11484,0.0020068056888578657,50,50,50
hk48,48,TS-S,86.3044,11525,0.0055841549603001485,100,50,50
hk48,48,TS-S,88.5174,11822,0.03149812407294302,100,100,50
hk48,48,TS-S,140.954,11461,0.0,200,50,50
hk48,48,TS-S,117.36,11525,0.0055841549603001485,200,100,50
hk48,48,TS-S,140.448,11545,0.0073292033853939445,200,200,50
hk48,48,TS-S,293.292,11676,0.01875927056975831,500,50,50
hk48,48,TS-S,304.8,11542,0.007067446121629875,500,100,50
hk48,48,TS-S,279.226,11508,0.004100863798970422,500,200,50
hk48,48,TS-S,308.862,11545,0.0073292033853939445,500,500,50
hk48,48,TS-S,533.466,11484,0.0020068056888578657,1000,50,50
hk48,48,TS-S,544.814,11532,0.006194921909082977,1000,100,50
hk48,48,TS-S,536.712,11525,0.0055841549603001485,1000,200,50
hk48,48,TS-S,543.676,11588,0.011081057499345607,1000,500,50
hk48,48,TS-S,538.585,11560,0.008637989704214291,1000,1000,50
hk48,48,TS-S,41.5114,11805,0.030014832911613297,50,50,80
hk48,48,TS-S,92.0325,11525,0.0055841549603001485,100,50,80
hk48,48,TS-S,94.2886,11811,0.030538347439141435,100,100,80
hk48,48,TS-S,154.334,11525,0.0055841549603001485,200,50,80
hk48,48,TS-S,154.756,11474,0.0011342814763109677,200,100,80
hk48,48,TS-S,151.785,11474,0.0011342814763109677,200,200,80
hk48,48,TS-S,343.463,11771,0.027048250588953843,500,50,80
hk48,48,TS-S,328.673,11525,0.0055841549603001485,500,100,80
hk48,48,TS-S,337.306,11461,0.0,500,200,80
hk48,48,TS-S,315.939,11525,0.0055841549603001485,500,500,80
hk48,48,TS-S,621.075,11470,0.0007852717912922083,1000,50,80
hk48,48,TS-S,622.669,11470,0.0007852717912922083,1000,100,80
hk48,48,TS-S,606.2,11717,0.022336619841200594,1000,200,80
hk48,48,TS-S,642.937,11508,0.004100863798970422,1000,500,80
hk48,48,TS-S,596.061,11474,0.0011342814763109677,1000,1000,80
hk48,48,TS-S,52.1655,11525,0.0055841549603001485,50,50,100
hk48,48,TS-S,85.8289,11525,0.0055841549603001485,100,50,100
hk48,48,TS-S,79.5341,11525,0.0055841549603001485,100,100,100
hk48,48,TS-S,167.84,11525,0.0055841549603001485,200,50,100
hk48,48,TS-S,170.965,11525,0.0055841549603001485,200,100,100
hk48,48,TS-S,147.663,11525,0.0055841549603001485,200,200,100
hk48,48,TS-S,361.463,11525,0.0055841549603001485,500,50,100
hk48,48,TS-S,345.13,11525,0.0055841549603001485,500,100,100
hk48,48,TS-S,361.514,11525,0.0055841549603001485,500,200,100
hk48,48,TS-S,350.316,11525,0.0055841549603001485,500,500,100
hk48,48,TS-S,709.785,11525,0.0055841549603001485,1000,50,100
hk48,48,TS-S,707.848,11525,0.0055841549603001485,1000,100,100
hk48,48,TS-S,684.882,11525,0.0055841549603001485,1000,200,100
hk48,48,TS-S,711.729,11525,0.0055841549603001485,1000,500,100
hk48,48,TS-S,732.475,11525,0.0055841549603001485,1000,1000,100
kroA100,100,TS-S,206.525,22978,0.07969175829339348,50,50,10
kroA100,100,TS-S,374.582,22217,0.04393384080443567,100,50,10
kroA100,100,TS-S,366.503,22108,0.03881214171600413,100,100,10
kroA100,100,TS-S,731.839,22485,0.05652664223287285,200,50,10
kroA100,100,TS-S,692.588,22101,0.03848322526078376,200,100,10
kroA100,100,TS-S,716.463,22185,0.04243022272342825,200,200,10
kroA100,100,TS-S,1718.46,22689,0.06611220749929518,500,50,10
kroA100,100,TS-S,1741.97,22650,0.06427967296306739,500,100,10
kroA100,100,TS-S,1754.6,21765,0.022695235410205808,500,200,10
kroA100,100,TS-S,1718.11,22814,0.07198571562823043,500,500,10
kroA100,100,TS-S,3555.35,21561,0.013109670143783479,1000,50,10
kroA100,100,TS-S,3561.31,21779,0.023353068320646556,1000,100,10
kroA100,100,TS-S,3486.94,21731,0.02109764119913542,1000,200,10
kroA100,100,TS-S,3473.71,22190,0.04266516304858566,1000,500,10
kroA100,100,TS-S,3368.69,22899,0.0759797011559064,1000,1000,10
kroA100,100,TS-S,198.347,22472,0.055915797387463585,50,50,20
kroA100,100,TS-S,408.319,22066,0.03683864298468189,100,50,20
kroA100,100,TS-S,370.173,22708,0.06700498073489333,100,100,20
kroA100,100,TS-S,769.178,22005,0.03397237101776149,200,50,20
kroA100,100,TS-S,779.037,21638,0.016727751151207594,200,100,20
kroA100,100,TS-S,715.159,21862,0.027253077718259563,200,200,20
kroA100,100,TS-S,1745.83,21728,0.020956677004040972,500,50,20
kroA100,100,TS-S,1867.04,21655,0.017526548256742786,500,100,20
kroA100,100,TS-S,1871.26,21734,0.021238605394229865,500,200,20
kroA100,100,TS-S,1845.96,22068,0.03693261911474485,500,500,20
kroA100,100,TS-S,3755.28,21674,0.018419321492340945,1000,50,20
kroA100,100,TS-S,3802.71,21719,0.020533784418757636,1000,100,20
kroA100,100,TS-S,3759.48,21563,0.013203646273846443,1000,200,20
kroA100,100,TS-S,3621.19,21742,0.02161450991448172,1000,500,20
kroA100,100,TS-S,3629.81,21996,0.03354947843247815,1000,1000,20
kroA100,100,TS-S,255.166,21919,0.029931397425054036,50,50,50
kroA100,100,TS-S,473.729,22508,0.05760736772859694,100,50,50
kroA100,100,TS-S,483.442,21474,0.009021708486044545,100,100,50
kroA100,100,TS-S,892.115,21821,0.0253265670519688,200,50,50
kroA100,100,TS-S,897.645,21569,0.013485574664035336,200,100,50
kroA100,100,TS-S,915.954,21502,0.01033737430692604,200,200,50
kroA100,100,TS-S,2215.32,21518,0.011089183347429752,500,50,50
kroA100,100,TS-S,2216.3,21555,0.012827741753594586,500,100,50
kroA100,100,TS-S,2243.49,21474,0.009021708486044545,500,200,50
kroA100,100,TS-S,2151.0,21671,0.0182783572972465,500,500,50
kroA100,100,TS-S,4470.55,21542,0.012216896908185322,1000,50,50
kroA100,100,TS-S,4436.51,21457,0.008222911380509351,1000,100,50
kroA100,100,TS-S,3838.44,21892,0.028662719669204022,1000,200,50
kroA100,100,TS-S,4205.78,21919,0.029931397425054036,1000,500,50
kroA100,100,TS-S,4196.67,21898,0.028944648059392914,1000,1000,50
kroA100,100,TS-S,290.62,21919,0.029931397425054036,50,50,80
kroA100,100,TS-S,544.2,21919,0.029931397425054036,100,50,80
kroA100,100,TS-S,527.512,21821,0.0253265670519688,100,100,80
kroA100,100,TS-S,1061.09,21848,0.026595244807818812,200,50,80
kroA100,100,TS-S,1021.62,21821,0.0253265670519688,200,100,80
kroA100,100,TS-S,1054.39,21545,0.012357861103279766,200,200,80
kroA100,100,TS-S,2558.86,21821,0.0253265670519688,500,50,80
kroA100,100,TS-S,2622.01,21631,0.01639883469598722,500,100,80
kroA100,100,TS-S,2373.87,21946,0.03120007518090405,500,200,80
kroA100,100,TS-S,2534.63,21929,0.030401278075368857,500,500,80
kroA100,100,TS-S,5065.81,21821,0.0253265670519688,1000,50,80
kroA100,100,TS-S,5124.57,21544,0.012310873038248285,1000,100,80
kroA100,100,TS-S,4957.97,21586,0.01428437176957053,1000,200,80
kroA100,100,TS-S,4834.44,21447,0.007753030730194531,1000,500,80
kroA100,100,TS-S,4439.4,21916,0.02979043322995959,1000,1000,80
kroA100,100,TS-S,305.987,21919,0.029931397425054036,50,50,100
kroA100,100,TS-S,573.329,21919,0.029931397425054036,100,50,100
kroA100,100,TS-S,589.97,21919,0.029931397425054036,100,100,100
kroA100,100,TS-S,1136.65,21919,0.029931397425054036,200,50,100
kroA100,100,TS-S,1139.3,21919,0.029931397425054036,200,100,100
kroA100,100,TS-S,1131.02,21919,0.029931397425054036,200,200,100
kroA100,100,TS-S,2788.78,21919,0.029931397425054036,500,50,100
kroA100,100,TS-S,2801.98,21919,0.029931397425054036,500,100,100
kroA100,100,TS-S,2749.78,21919,0.029931397425054036,500,200,100
kroA100,100,TS-S,2751.42,21919,0.029931397425054036,500,500,100
kroA100,100,TS-S,5576.75,21919,0.029931397425054036,1000,50,100
kroA100,100,TS-S,5556.45,21919,0.029931397425054036,1000,100,100
kroA100,100,TS-S,5539.39,21919,0.029931397425054036,1000,200,100
kroA100,100,TS-S,5252.14,21919,0.029931397425054036,1000,500,100
kroA100,100,TS-S,5237.68,21919,0.029931397425054036,1000,1000,100
kroB100,100,TS-S,209.195,23002,0.038887132469174836,50,50,10
kroB100,100,TS-S,377.718,22979,0.03784833566686238,100,50,10
kroB100,100,TS-S,388.548,23031,0.04019691974165575,100,100,10
kroB100,100,TS-S,742.783,23098,0.04322297999187029,200,50,10
kroB100,100,TS-S,721.157,22978,0.037803170588500974,200,100,10
kroB100,100,TS-S,728.424,23026,0.0399710943498487,200,200,10
kroB100,100,TS-S,1708.54,22256,0.00519398401156226,500,50,10
kroB100,100,TS-S,1797.11,22802,0.029854116796892642,500,100,10
kroB100,100,TS-S,1750.28,22752,0.027595862878822094,500,200,10
kroB100,100,TS-S,1820.77,23221,0.04877828463032383,500,500,10
kroB100,100,TS-S,3533.25,22517,0.01698206946389052,1000,50,10
kroB100,100,TS-S,3497.48,22589,0.02023395510591211,1000,100,10
kroB100,100,TS-S,3512.98,23224,0.04891377986540807,1000,200,10
kroB100,100,TS-S,3388.25,23118,0.04412628155909851,1000,500,10
kroB100,100,TS-S,3381.68,22973,0.037577345196693916,1000,1000,10
kroB100,100,TS-S,218.114,23139,0.04507474820468813,50,50,20
kroB100,100,TS-S,400.764,22751,0.027550697800460683,100,50,20
kroB100,100,TS-S,392.519,22783,0.028995980308025835,100,100,20
kroB100,100,TS-S,785.998,23180,0.04692651641750598,200,50,20
kroB100,100,TS-S,782.688,23069,0.04191319271938937,200,100,20
kroB100,100,TS-S,790.734,22383,0.010929948963461451,200,200,20
kroB100,100,TS-S,1923.03,22471,0.014904475859265616,500,50,20
kroB100,100,TS-S,1762.03,22333,0.008671695045390903,500,100,20
kroB100,100,TS-S,1890.77,22858,0.03238336118513166,500,200,20
kroB100,100,TS-S,1886.55,22668,0.023801996296463575,500,500,20
kroB100,100,TS-S,3692.5,22466,0.014678650467458561,1000,50,20
kroB100,100,TS-S,3450.52,22432,0.013143037803170589,1000,100,20
kroB100,100,TS-S,3698.41,22681,0.024389142315161916,1000,200,20
kroB100,100,TS-S,3564.58,22553,0.018608012284901315,1000,500,20
kroB100,100,TS-S,3554.55,22811,0.03026060250214534,1000,1000,20
kroB100,100,TS-S,252.676,22400,0.011697755295605438,50,50,50
kroB100,100,TS-S,483.284,22500,0.016214263131746533,100,50,50
kroB100,100,TS-S,468.032,22290,0.0067295966758502326,100,100,50
kroB100,100,TS-S,889.68,22294,0.006910256989295876,200,50,50
kroB100,100,TS-S,907.613,22634,0.0222663836321756,200,100,50
kroB100,100,TS-S,892.792,22407,0.012013910844135315,200,200,50
kroB100,100,TS-S,2247.66,22349,0.009394336299173479,500,50,50
kroB100,100,TS-S,2217.97,22472,0.014949640937627027,500,100,50
kroB100,100,TS-S,2237.24,22348,0.009349171220812068,500,200,50
kroB100,100,TS-S,2250.64,22416,0.012420396549388013,500,500,50
kroB100,100,TS-S,4439.65,22499,0.016169098053385123,1000,50,50
kroB100,100,TS-S,4478.18,22426,0.012872047333002123,1000,100,50
kroB100,100,TS-S,4488.28,22397,0.011562260060521206,1000,200,50
kroB100,100,TS-S,3998.81,22534,0.017749875796034507,1000,500,50
kroB100,100,TS-S,4070.81,22441,0.013549523508423287,1000,1000,50
kroB100,100,TS-S,266.521,22417,0.012465561627749424,50,50,80
kroB100,100,TS-S,543.743,22279,0.006232780813874712,100,50,80
kroB100,100,TS-S,539.382,22349,0.009394336299173479,100,100,80
kroB100,100,TS-S,1043.27,22348,0.009349171220812068,200,50,80
kroB100,100,TS-S,1075.49,22452,0.014046339370398807,200,100,80
kroB100,100,TS-S,978.559,22349,0.009394336299173479,200,200,80
kroB100,100,TS-S,2535.27,22291,0.0067747617542116435,500,50,80
kroB100,100,TS-S,2503.54,22305,0.007407072851271397,500,100,80
kroB100,100,TS-S,2518.17,22417,0.012465561627749424,500,200,80
kroB100,100,TS-S,2186.7,22407,0.012013910844135315,500,500,80
kroB100,100,TS-S,5106.56,22295,0.006955422067657287,1000,50,80
kroB100,100,TS-S,5096.53,22277,0.00614245065715189,1000,100,80
kroB100,100,TS-S,5163.2,22349,0.009394336299173479,1000,200,80
kroB100,100,TS-S,4979.24,22279,0.006232780813874712,1000,500,80
kroB100,100,TS-S,4468.63,22349,0.009394336299173479,1000,1000,80
kroB100,100,TS-S,292.926,22349,0.009394336299173479,50,50,100
kroB100,100,TS-S,581.462,22349,0.009394336299173479,100,50,100
kroB100,100,TS-S,567.929,22349,0.009394336299173479,100,100,100
kroB100,100,TS-S,1118.72,22349,0.009394336299173479,200,50,100
kroB100,100,TS-S,1130.12,22349,0.009394336299173479,200,100,100
kroB100,100,TS-S,1118.48,22349,0.009394336299173479,200,200,100
kroB100,100,TS-S,2754.18,22349,0.009394336299173479,500,50,100
kroB100,100,TS-S,2781.2,22349,0.009394336299173479,500,100,100
kroB100,100,TS-S,2760.37,22349,0.009394336299173479,500,200,100
kroB100,100,TS-S,2763.54,22349,0.009394336299173479,500,500,100
kroB100,100,TS-S,5583.24,22349,0.009394336299173479,1000,50,100
kroB100,100,TS-S,5537.61,22349,0.009394336299173479,1000,100,100
kroB100,100,TS-S,5501.53,22349,0.009394336299173479,1000,200,100
kroB100,100,TS-S,5228.71,22349,0.009394336299173479,1000,500,100
kroB100,100,TS-S,5255.35,22349,0.009394336299173479,1000,1000,100
kroC100,100,TS-S,188.946,22417,0.08038941635741481,50,50,10
kroC100,100,TS-S,387.971,21985,0.05956913586196925,100,50,10
kroC100,100,TS-S,346.339,21464,0.034459492023711985,100,100,10
kroC100,100,TS-S,746.275,21560,0.03908622102269989,200,50,10
kroC100,100,TS-S,750.732,21997,0.06014747698684274,200,100,10
kroC100,100,TS-S,737.776,22639,0.09108872716757434,200,200,10
kroC100,100,TS-S,1815.58,21368,0.029832763024724082,500,50,10
kroC100,100,TS-S,1773.88,21370,0.029929153212202998,500,100,10
kroC100,100,TS-S,1755.74,21690,0.045351583208829344,500,200,10
kroC100,100,TS-S,1770.51,21705,0.046074509614921204,500,500,10
kroC100,100,TS-S,3508.88,22101,0.0651597667357463,1000,50,10
kroC100,100,TS-S,3510.23,21196,0.021543206901537423,1000,100,10
kroC100,100,TS-S,3471.56,21525,0.03739939274181888,1000,200,10
kroC100,100,TS-S,3479.17,22403,0.07971468504506242,1000,500,10
kroC100,100,TS-S,3517.07,21736,0.04756855752084438,1000,1000,10
kroC100,100,TS-S,198.94,21839,0.052532652176008485,50,50,20
kroC100,100,TS-S,380.182,21326,0.027808569087666875,100,50,20
kroC100,100,TS-S,382.093,21953,0.05802689286230662,100,100,20
kroC100,100,TS-S,754.159,21484,0.03542339389850113,200,50,20
kroC100,100,TS-S,778.111,22478,0.08332931707552171,200,100,20
kroC100,100,TS-S,759.184,22168,0.06838883801628994,200,200,20
kroC100,100,TS-S,1881.5,21877,0.05436406573810786,500,50,20
kroC100,100,TS-S,1867.61,21572,0.03966456214757338,500,100,20
kroC100,100,TS-S,1860.22,21457,0.03412212636753578,500,200,20
kroC100,100,TS-S,1808.62,21425,0.03257988336787315,500,500,20
kroC100,100,TS-S,3696.63,21329,0.027953154368885246,1000,50,20
kroC100,100,TS-S,3714.35,21237,0.023519205744855175,1000,100,20
kroC100,100,TS-S,3705.24,21414,0.03204973733673912,1000,200,20
kroC100,100,TS-S,3521.87,21445,0.0335437852426623,1000,500,20
kroC100,100,TS-S,3617.6,21463,0.03441129692997253,1000,1000,20
kroC100,100,TS-S,241.501,21354,0.02915803171237168,50,50,50
kroC100,100,TS-S,458.636,21956,0.05817147814352499,100,50,50
kroC100,100,TS-S,433.177,22286,0.07407585907754591,100,100,50
kroC100,100,TS-S,881.435,22083,0.06429225504843607,200,50,50
kroC100,100,TS-S,901.327,21771,0.049255385801725386,200,100,50
kroC100,100,TS-S,889.092,21796,0.05046026314521182,200,200,50
kroC100,100,TS-S,2180.85,21890,0.05499060195672081,500,50,50
kroC100,100,TS-S,2255.4,21247,0.024001156682249745,500,100,50
kroC100,100,TS-S,2214.98,21996,0.06009928189310328,500,200,50
kroC100,100,TS-S,2198.24,21926,0.05672562533134127,500,500,50
kroC100,100,TS-S,4426.78,21446,0.033591980336401754,1000,50,50
kroC100,100,TS-S,4411.64,21118,0.01778398958985975,1000,100,50
kroC100,100,TS-S,4405.68,21450,0.033784760711359586,1000,200,50
kroC100,100,TS-S,4256.27,21280,0.02559159477565184,1000,500,50
kroC100,100,TS-S,4032.89,21247,0.024001156682249745,1000,1000,50
kroC100,100,TS-S,284.998,21949,0.057834112487348786,50,50,80
kroC100,100,TS-S,560.001,22124,0.06626825389175382,100,50,80
kroC100,100,TS-S,506.877,22342,0.07677478432695552,100,100,80
kroC100,100,TS-S,1049.78,21906,0.05576172345655212,200,50,80
kroC100,100,TS-S,1029.36,22325,0.07595546773338474,200,100,80
kroC100,100,TS-S,1034.46,22321,0.07576268735842691,200,200,80
kroC100,100,TS-S,2552.15,22095,0.06487059617330956,500,50,80
kroC100,100,TS-S,2549.42,21655,0.043664754927948336,500,100,80
kroC100,100,TS-S,2547.2,21230,0.023181840088678973,500,200,80
